"","pathway"
"9739","C5GO - GOBP Response to Macrophage Colony Stimulating Factor"
"9740","C5GO - GOBP Response to Magnesium Ion"
"9741","C5GO - GOBP Response to Manganese Ion"
"9742","C5GO - GOBP Response to Mechanical Stimulus"
"9743","C5GO - GOBP Response to Mercury Ion"
"9744","C5GO - GOBP Response to Metal Ion"
"9745","C5GO - GOBP Response to Methylmercury"
"9746","C5GO - GOBP Response to Mineralocorticoid"
"9747","C5GO - GOBP Response to Misfolded Protein"
"9748","C5GO - GOBP Response to Mitochondrial Depolarisation"
"9749","C5GO - GOBP Response to Molecule of Bacterial Origin"
"9750","C5GO - GOBP Response to Molecule of Fungal Origin"
"9751","C5GO - GOBP Response to Monosaccharide"
"9752","C5GO - GOBP Response to Muramyl Dipeptide"
"9753","C5GO - GOBP Response to Muscle Activity"
"9754","C5GO - GOBP Response to Muscle Inactivity"
"9755","C5GO - GOBP Response to Muscle Stretch"
"9756","C5GO - GOBP Response to Nerve Growth Factor"
"9757","C5GO - GOBP Response to Nicotine"
"9758","C5GO - GOBP Response to Nitric Oxide"
"9759","C5GO - GOBP Response to Nitrogen Compound"
"9760","C5GO - GOBP Response to Nitrosative Stress"
"9761","C5GO - GOBP Response to Nutrient"
"9762","C5GO - GOBP Response to Odorant"
"9763","C5GO - GOBP Response to Oleic Acid"
"9764","C5GO - GOBP Response to Organic Cyclic Compound"
"9765","C5GO - GOBP Response to Osmotic Stress"
"9766","C5GO - GOBP Response to Oxidative Stress"
"9767","C5GO - GOBP Response to Oxygen Containing Compound"
"9768","C5GO - GOBP Response to Oxygen Glucose Deprivation"
"9769","C5GO - GOBP Response to Oxygen Levels"
"9770","C5GO - GOBP Response to Oxygen Radical"
"9771","C5GO - GOBP Response to Ozone"
"9772","C5GO - GOBP Response to Pain"
"9773","C5GO - GOBP Response to Parathyroid Hormone"
"9774","C5GO - GOBP Response to Peptide"
"9775","C5GO - GOBP Response to Peptide Hormone"
"9776","C5GO - GOBP Response to Peptidoglycan"
"9777","C5GO - GOBP Response to Ph"
"9778","C5GO - GOBP Response to Pheromone"
"9779","C5GO - GOBP Response to Phorbol 13 Acetate 12 Myristate"
"9780","C5GO - GOBP Response to Platelet Derived Growth Factor"
"9781","C5GO - GOBP Response to Potassium Ion"
"9782","C5GO - GOBP Response to Progesterone"
"9783","C5GO - GOBP Response to Prostaglandin"
"9784","C5GO - GOBP Response to Prostaglandin E"
"9785","C5GO - GOBP Response to Protozoan"
"9786","C5GO - GOBP Response to Purine Containing Compound"
"9787","C5GO - GOBP Response to Radiation"
"9788","C5GO - GOBP Response to Reactive Oxygen Species"
"9789","C5GO - GOBP Response to Redox State"
"9790","C5GO - GOBP Response to Retinoic Acid"
"9791","C5GO - GOBP Response to Salt"
"9792","C5GO - GOBP Response to Salt Stress"
"9793","C5GO - GOBP Response to Selenium Ion"
"9794","C5GO - GOBP Response to Sodium Arsenite"
"9795","C5GO - GOBP Response to Sorbitol"
"9796","C5GO - GOBP Response to Starvation"
"9797","C5GO - GOBP Response to Staurosporine"
"9798","C5GO - GOBP Response to Steroid Hormone"
"9799","C5GO - GOBP Response to Sterol"
"9800","C5GO - GOBP Response to Sterol Depletion"
"9801","C5GO - GOBP Response to Stilbenoid"
"9802","C5GO - GOBP Response to Stimulus Involved in Regulation of Muscle Adaptation"
"9803","C5GO - GOBP Response to Symbiont"
"9804","C5GO - GOBP Response to Temperature Stimulus"
"9805","C5GO - GOBP Response to Testosterone"
"9806","C5GO - GOBP Response to Thyroglobulin Triiodothyronine"
"9807","C5GO - GOBP Response to Thyroid Hormone"
"9808","C5GO - GOBP Response to Thyroxine"
"9809","C5GO - GOBP Response to Topologically Incorrect Protein"
"9810","C5GO - GOBP Response to Toxic Substance"
"9811","C5GO - GOBP Response to Transforming Growth Factor Beta"
"9812","C5GO - GOBP Response to Tumor Cell"
"9813","C5GO - GOBP Response to Tumor Necrosis Factor"
"9814","C5GO - GOBP Response to Type I Interferon"
"9815","C5GO - GOBP Response to Uv"
"9816","C5GO - GOBP Response to Uv A"
"9817","C5GO - GOBP Response to Uv B"
"9818","C5GO - GOBP Response to Uv C"
"9819","C5GO - GOBP Response to Virus"
"9820","C5GO - GOBP Response to Vitamin"
"9821","C5GO - GOBP Response to Vitamin A"
"9822","C5GO - GOBP Response to Vitamin D"
"9823","C5GO - GOBP Response to Vitamin E"
"9824","C5GO - GOBP Response to Vitamin K"
"9825","C5GO - GOBP Response to Water"
"9826","C5GO - GOBP Response to Water Deprivation"
"9827","C5GO - GOBP Response to Wounding"
"9828","C5GO - GOBP Response to X Ray"
"9829","C5GO - GOBP Response to Xenobiotic Stimulus"
"9830","C5GO - GOBP Response to Yeast"
"9831","C5GO - GOBP Response to Zinc Ion"
"9832","C5GO - GOBP Reticulophagy"
"9833","C5GO - GOBP Retina Development in Camera Type Eye"
"9834","C5GO - GOBP Retina Homeostasis"
"9835","C5GO - GOBP Retina Layer Formation"
"9836","C5GO - GOBP Retina Morphogenesis in Camera Type Eye"
"9837","C5GO - GOBP Retina Vasculature Development in Camera Type Eye"
"9838","C5GO - GOBP Retina Vasculature Morphogenesis in Camera Type Eye"
"9839","C5GO - GOBP Retinal Blood Vessel Morphogenesis"
"9840","C5GO - GOBP Retinal Cell Apoptotic Process"
"9841","C5GO - GOBP Retinal Cell Programmed Cell Death"
"9842","C5GO - GOBP Retinal Cone Cell Differentiation"
"9843","C5GO - GOBP Retinal Ganglion Cell Axon Guidance"
"9844","C5GO - GOBP Retinal Metabolic Process"
"9845","C5GO - GOBP Retinal Pigment Epithelium Development"
"9846","C5GO - GOBP Retinal Rod Cell Development"
"9847","C5GO - GOBP Retinal Rod Cell Differentiation"
"9848","C5GO - GOBP Retinoic Acid Catabolic Process"
"9849","C5GO - GOBP Retinoic Acid Metabolic Process"
"9850","C5GO - GOBP Retinoic Acid Receptor Signaling Pathway"
"9851","C5GO - GOBP Retinol Metabolic Process"
"9852","C5GO - GOBP Retrograde Axonal Transport"
"9853","C5GO - GOBP Retrograde Trans Synaptic Signaling"
"9854","C5GO - GOBP Retrograde Trans Synaptic Signaling by Lipid"
"9855","C5GO - GOBP Retrograde Transport Endosome to Golgi"
"9856","C5GO - GOBP Retrograde Transport Vesicle Recycling Within Golgi"
"9857","C5GO - GOBP Retrograde Vesicle Mediated Transport Golgi to Endoplasmic Reticulum"
"9858","C5GO - GOBP Reverse Cholesterol Transport"
"9859","C5GO - GOBP Reversible Differentiation"
"9860","C5GO - GOBP Rho Protein Signal Transduction"
"9861","C5GO - GOBP Rhodopsin Mediated Signaling Pathway"
"9862","C5GO - GOBP Rhombomere Development"
"9863","C5GO - GOBP Rhythmic Behavior"
"9864","C5GO - GOBP Rhythmic Process"
"9865","C5GO - GOBP Riboflavin Metabolic Process"
"9866","C5GO - GOBP Riboflavin Transport"
"9867","C5GO - GOBP Ribonucleoprotein Complex Biogenesis"
"9868","C5GO - GOBP Ribonucleoprotein Complex Disassembly"
"9869","C5GO - GOBP Ribonucleoprotein Complex Localization"
"9870","C5GO - GOBP Ribonucleoprotein Complex Subunit Organization"
"9871","C5GO - GOBP Ribonucleoside Catabolic Process"
"9872","C5GO - GOBP Ribonucleoside Diphosphate Biosynthetic Process"
"9873","C5GO - GOBP Ribonucleoside Diphosphate Catabolic Process"
"9874","C5GO - GOBP Ribonucleoside Diphosphate Metabolic Process"
"9875","C5GO - GOBP Ribonucleoside Metabolic Process"
"9876","C5GO - GOBP Ribonucleoside Monophosphate Biosynthetic Process"
"9877","C5GO - GOBP Ribonucleoside Monophosphate Catabolic Process"
"9878","C5GO - GOBP Ribonucleoside Monophosphate Metabolic Process"
"9879","C5GO - GOBP Ribonucleoside Triphosphate Biosynthetic Process"
"9880","C5GO - GOBP Ribonucleoside Triphosphate Metabolic Process"
"9881","C5GO - GOBP Ribonucleotide Catabolic Process"
"9882","C5GO - GOBP Ribose Phosphate Biosynthetic Process"
"9883","C5GO - GOBP Ribose Phosphate Metabolic Process"
"9884","C5GO - GOBP Ribosomal Large Subunit Assembly"
"9885","C5GO - GOBP Ribosomal Large Subunit Biogenesis"
"9886","C5GO - GOBP Ribosomal Large Subunit Export from Nucleus"
"9887","C5GO - GOBP Ribosomal Small Subunit Assembly"
"9888","C5GO - GOBP Ribosomal Small Subunit Biogenesis"
"9889","C5GO - GOBP Ribosomal Small Subunit Export from Nucleus"
"9890","C5GO - GOBP Ribosomal Subunit Export from Nucleus"
"9891","C5GO - GOBP Ribosome Assembly"
"9892","C5GO - GOBP Ribosome Associated Ubiquitin Dependent Protein Catabolic Process"
"9893","C5GO - GOBP Ribosome Biogenesis"
"9894","C5GO - GOBP Ribosome Disassembly"
"9895","C5GO - GOBP Rig I Signaling Pathway"
"9896","C5GO - GOBP Righting Reflex"
"9897","C5GO - GOBP RNA 3 End Processing"
"9898","C5GO - GOBP RNA 3 Uridylation"
"9899","C5GO - GOBP RNA 5 End Processing"
"9900","C5GO - GOBP RNA Capping"
"9901","C5GO - GOBP RNA Catabolic Process"
"9902","C5GO - GOBP RNA Decapping"
"9903","C5GO - GOBP RNA Dependent DNA Biosynthetic Process"
"9904","C5GO - GOBP RNA Destabilization"
"9905","C5GO - GOBP RNA Export from Nucleus"
"9906","C5GO - GOBP RNA Guanine N7 Methylation"
"9907","C5GO - GOBP RNA Import Into Mitochondrion"
"9908","C5GO - GOBP RNA Interference"
"9909","C5GO - GOBP RNA Localization"
"9910","C5GO - GOBP RNA Mediated Gene Silencing by Inhibition of Translation"
"9911","C5GO - GOBP RNA Methylation"
"9912","C5GO - GOBP RNA Modification"
"9913","C5GO - GOBP RNA Phosphodiester Bond Hydrolysis"
"9914","C5GO - GOBP RNA Phosphodiester Bond Hydrolysis Endonucleolytic"
"9915","C5GO - GOBP RNA Phosphodiester Bond Hydrolysis Exonucleolytic"
"9916","C5GO - GOBP RNA Polyadenylation"
"9917","C5GO - GOBP RNA Polymerase I Preinitiation Complex Assembly"
"9918","C5GO - GOBP RNA Polymerase II Preinitiation Complex Assembly"
"9919","C5GO - GOBP RNA Processing"
"9920","C5GO - GOBP RNA Secondary Structure Unwinding"
"9921","C5GO - GOBP RNA Splicing"
"9922","C5GO - GOBP RNA Splicing via Endonucleolytic Cleavage and Ligation"
"9923","C5GO - GOBP RNA Splicing via Transesterification Reactions"
"9924","C5GO - GOBP RNA Stabilization"
"9925","C5GO - GOBP RNA Surveillance"
"9926","C5GO - GOBP Roof of Mouth Development"
"9927","C5GO - GOBP Rostrocaudal Neural Tube Patterning"
"9928","C5GO - GOBP Roundabout Signaling Pathway"
"9929","C5GO - GOBP RRNA 3 End Processing"
"9930","C5GO - GOBP RRNA 5 End Processing"
"9931","C5GO - GOBP RRNA Base Methylation"
"9932","C5GO - GOBP RRNA Catabolic Process"
"9933","C5GO - GOBP RRNA Metabolic Process"
"9934","C5GO - GOBP RRNA Methylation"
"9935","C5GO - GOBP RRNA Modification"
"9936","C5GO - GOBP RRNA Pseudouridine Synthesis"
"9937","C5GO - GOBP RRNA Transcription"
"9938","C5GO - GOBP RRNA Transport"
"9939","C5GO - GOBP Ruffle Assembly"
"9940","C5GO - GOBP Ruffle Organization"
"9941","C5GO - GOBP S Adenosylmethionine Cycle"
"9942","C5GO - GOBP S Adenosylmethionine Metabolic Process"
"9943","C5GO - GOBP S Shaped Body Morphogenesis"
"9944","C5GO - GOBP Sa Node Cell to Atrial Cardiac Muscle Cell Communication"
"9945","C5GO - GOBP Sa Node Cell to Atrial Cardiac Muscle Cell Signaling"
"9946","C5GO - GOBP Saliva Secretion"
"9947","C5GO - GOBP Salivary Gland Development"
"9948","C5GO - GOBP Sarcomere Organization"
"9949","C5GO - GOBP Sarcoplasmic Reticulum Calcium Ion Transport"
"9950","C5GO - GOBP Satellite Cell Activation Involved in Skeletal Muscle Regeneration"
"9951","C5GO - GOBP ScaRNA Localization to Cajal Body"
"9952","C5GO - GOBP Scf Dependent Proteasomal Ubiquitin Dependent Protein Catabolic Process"
"9953","C5GO - GOBP Schwann Cell Development"
"9954","C5GO - GOBP Schwann Cell Differentiation"
"9955","C5GO - GOBP Schwann Cell Proliferation"
"9956","C5GO - GOBP Sebaceous Gland Development"
"9957","C5GO - GOBP Second Messenger Mediated Signaling"
"9958","C5GO - GOBP Secondary Alcohol Metabolic Process"
"9959","C5GO - GOBP Secondary Heart Field Specification"
"9960","C5GO - GOBP Secondary Metabolic Process"
"9961","C5GO - GOBP Secondary Metabolite Biosynthetic Process"
"9962","C5GO - GOBP Secondary Palate Development"
"9963","C5GO - GOBP Secretion"
"9964","C5GO - GOBP Secretion by Tissue"
"9965","C5GO - GOBP Secretion of Lysosomal Enzymes"
"9966","C5GO - GOBP Secretory Granule Localization"
"9967","C5GO - GOBP Secretory Granule Organization"
"9968","C5GO - GOBP Segment Specification"
"9969","C5GO - GOBP Segmentation"
"9970","C5GO - GOBP Selective Autophagy"
"9971","C5GO - GOBP Self Proteolysis"
"9972","C5GO - GOBP Semaphorin Plexin Signaling Pathway"
"9973","C5GO - GOBP Semaphorin Plexin Signaling Pathway Involved in Neuron Projection Guidance"
"9974","C5GO - GOBP Semi Lunar Valve Development"
"9975","C5GO - GOBP Semicircular Canal Development"
"9976","C5GO - GOBP Semicircular Canal Morphogenesis"
"9977","C5GO - GOBP Seminiferous Tubule Development"
"9978","C5GO - GOBP Sensory Organ Development"
"9979","C5GO - GOBP Sensory Organ Morphogenesis"
"9980","C5GO - GOBP Sensory Perception"
"9981","C5GO - GOBP Sensory Perception of Bitter Taste"
"9982","C5GO - GOBP Sensory Perception of Chemical Stimulus"
"9983","C5GO - GOBP Sensory Perception of Light Stimulus"
"9984","C5GO - GOBP Sensory Perception of Mechanical Stimulus"
"9985","C5GO - GOBP Sensory Perception of Pain"
"9986","C5GO - GOBP Sensory Perception of Smell"
"9987","C5GO - GOBP Sensory Perception of Sour Taste"
"9988","C5GO - GOBP Sensory Perception of Sweet Taste"
"9989","C5GO - GOBP Sensory Perception of Taste"
"9990","C5GO - GOBP Sensory Perception of Temperature Stimulus"
"9991","C5GO - GOBP Sensory Perception of Umami Taste"
"9992","C5GO - GOBP Sensory System Development"
"9993","C5GO - GOBP Septum Primum Development"
"9994","C5GO - GOBP Sequestering of Actin Monomers"
"9995","C5GO - GOBP Sequestering of Bmp in Extracellular Matrix"
"9996","C5GO - GOBP Sequestering of Calcium Ion"
"9997","C5GO - GOBP Sequestering of Extracellular Ligand from Receptor"
"9998","C5GO - GOBP Sequestering of Iron Ion"
"9999","C5GO - GOBP Sequestering of Metal Ion"
"10000","C5GO - GOBP Sequestering of Triglyceride"
"10001","C5GO - GOBP Sequestering of Zinc Ion"
"10002","C5GO - GOBP Serine Family Amino Acid Biosynthetic Process"
"10003","C5GO - GOBP Serine Family Amino Acid Catabolic Process"
"10004","C5GO - GOBP Serine Family Amino Acid Metabolic Process"
"10005","C5GO - GOBP Serine Phosphorylation of Stat Protein"
"10006","C5GO - GOBP Serine Transport"
"10007","C5GO - GOBP Serotonin Metabolic Process"
"10008","C5GO - GOBP Serotonin Receptor Signaling Pathway"
"10009","C5GO - GOBP Serotonin Secretion"
"10010","C5GO - GOBP Serotonin Transport"
"10011","C5GO - GOBP Serotonin Uptake"
"10012","C5GO - GOBP Sertoli Cell Development"
"10013","C5GO - GOBP Sertoli Cell Differentiation"
"10014","C5GO - GOBP Sex Determination"
"10015","C5GO - GOBP Sex Differentiation"
"10016","C5GO - GOBP Short Chain Fatty Acid Catabolic Process"
"10017","C5GO - GOBP Short Chain Fatty Acid Metabolic Process"
"10018","C5GO - GOBP Short Term Memory"
"10019","C5GO - GOBP Sialic Acid Transport"
"10020","C5GO - GOBP Sialylation"
"10021","C5GO - GOBP Signal Complex Assembly"
"10022","C5GO - GOBP Signal Peptide Processing"
"10023","C5GO - GOBP Signal Release"
"10024","C5GO - GOBP Signal Transduction by P53 Class Mediator"
"10025","C5GO - GOBP Signal Transduction in Absence of Ligand"
"10026","C5GO - GOBP Signal Transduction in Response to DNA Damage"
"10027","C5GO - GOBP Signal Transduction Involved in Regulation of Gene Expression"
"10028","C5GO - GOBP Signaling Receptor Ligand Precursor Processing"
"10029","C5GO - GOBP Single Fertilization"
"10030","C5GO - GOBP Single Strand Break Repair"
"10031","C5GO - GOBP Single Stranded Viral RNA Replication via Double Stranded DNA Intermediate"
"10032","C5GO - GOBP Sinoatrial Node Cell Development"
"10033","C5GO - GOBP Sinoatrial Node Cell Differentiation"
"10034","C5GO - GOBP Sinoatrial Node Development"
"10035","C5GO - GOBP Sister Chromatid Cohesion"
"10036","C5GO - GOBP Sister Chromatid Segregation"
"10037","C5GO - GOBP Skeletal Muscle Acetylcholine Gated Channel Clustering"
"10038","C5GO - GOBP Skeletal Muscle Adaptation"
"10039","C5GO - GOBP Skeletal Muscle Atrophy"
"10040","C5GO - GOBP Skeletal Muscle Cell Differentiation"
"10041","C5GO - GOBP Skeletal Muscle Cell Proliferation"
"10042","C5GO - GOBP Skeletal Muscle Contraction"
"10043","C5GO - GOBP Skeletal Muscle Fiber Differentiation"
"10044","C5GO - GOBP Skeletal Muscle Organ Development"
"10045","C5GO - GOBP Skeletal Muscle Satellite Cell Activation"
"10046","C5GO - GOBP Skeletal Muscle Satellite Cell Differentiation"
"10047","C5GO - GOBP Skeletal Muscle Thin Filament Assembly"
"10048","C5GO - GOBP Skeletal Muscle Tissue Growth"
"10049","C5GO - GOBP Skeletal Muscle Tissue Regeneration"
"10050","C5GO - GOBP Skeletal Myofibril Assembly"
"10051","C5GO - GOBP Skeletal System Development"
"10052","C5GO - GOBP Skeletal System Morphogenesis"
"10053","C5GO - GOBP Skin Development"
"10054","C5GO - GOBP Skin Epidermis Development"
"10055","C5GO - GOBP Skin Morphogenesis"
"10056","C5GO - GOBP Sleep"
"10057","C5GO - GOBP Smad Protein Complex Assembly"
"10058","C5GO - GOBP Smad Protein Signal Transduction"
"10059","C5GO - GOBP Small Gtpase Mediated Signal Transduction"
"10060","C5GO - GOBP Small Molecule Biosynthetic Process"
"10061","C5GO - GOBP Small Molecule Catabolic Process"
"10062","C5GO - GOBP Small Molecule Metabolic Process"
"10063","C5GO - GOBP Small Nucleolar Ribonucleoprotein Complex Assembly"
"10064","C5GO - GOBP Small RNA Loading Onto Risc"
"10065","C5GO - GOBP Smooth Muscle Adaptation"
"10066","C5GO - GOBP Smooth Muscle Cell Apoptotic Process"
"10067","C5GO - GOBP Smooth Muscle Cell Chemotaxis"
"10068","C5GO - GOBP Smooth Muscle Cell Differentiation"
"10069","C5GO - GOBP Smooth Muscle Cell Matrix Adhesion"
"10070","C5GO - GOBP Smooth Muscle Cell Migration"
"10071","C5GO - GOBP Smooth Muscle Cell Proliferation"
"10072","C5GO - GOBP Smooth Muscle Contraction"
"10073","C5GO - GOBP Smooth Muscle Tissue Development"
"10074","C5GO - GOBP Smoothened Signaling Pathway"
"10075","C5GO - GOBP Smoothened Signaling Pathway Involved in Dorsal Ventral Neural Tube Patterning"
"10076","C5GO - GOBP Smoothened Signaling Pathway Involved in Ventral Spinal Cord Patterning"
"10077","C5GO - GOBP Snare Complex Assembly"
"10078","C5GO - GOBP Sno S RNA Metabolic Process"
"10079","C5GO - GOBP Sno S RNA Processing"
